Using GPU: 1...
X_train.shape=(33444, 2, 64), y_train.shape=(33444,);
X_test.shape=(11226, 2, 64), y_test.shape=(11226,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9516045739579491
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.343750, cost=1.099054, test acc=0.233565, cost=1.125920, disagree_f1=0.378593, neural_f1=0.000000, agree_f1=0.001513, average_f1=0.126702
BATCH 1161 training acc=0.843750, cost=0.425907, test acc=0.803403, cost=0.522127, disagree_f1=0.711295, neural_f1=0.915060, agree_f1=0.520972, average_f1=0.715776
BATCH 1162 training acc=0.875000, cost=0.271947, test acc=0.815785, cost=0.490735, disagree_f1=0.725684, neural_f1=0.923066, agree_f1=0.529412, average_f1=0.726054
BATCH 1163 training acc=0.843750, cost=0.384798, test acc=0.829058, cost=0.454832, disagree_f1=0.741039, neural_f1=0.931761, agree_f1=0.537861, average_f1=0.736887
BATCH 1164 training acc=0.812500, cost=0.445133, test acc=0.840014, cost=0.422328, disagree_f1=0.753242, neural_f1=0.939127, agree_f1=0.541640, average_f1=0.744670
BATCH 1165 training acc=0.843750, cost=0.352759, test acc=0.847853, cost=0.404058, disagree_f1=0.758157, neural_f1=0.944726, agree_f1=0.546658, average_f1=0.749847
BATCH 1166 training acc=0.843750, cost=0.291152, test acc=0.853911, cost=0.391422, disagree_f1=0.764353, neural_f1=0.948248, agree_f1=0.548939, average_f1=0.753847
BATCH 1167 training acc=0.812500, cost=0.522394, test acc=0.854356, cost=0.387668, disagree_f1=0.759027, neural_f1=0.949103, agree_f1=0.551630, average_f1=0.753253
BATCH 1168 training acc=0.875000, cost=0.391535, test acc=0.855870, cost=0.387453, disagree_f1=0.762147, neural_f1=0.949481, agree_f1=0.554175, average_f1=0.755268
BATCH 1169 training acc=0.812500, cost=0.377407, test acc=0.853554, cost=0.394458, disagree_f1=0.759299, neural_f1=0.948551, agree_f1=0.551373, average_f1=0.753075
BATCH 1170 training acc=0.656250, cost=0.587929, test acc=0.852931, cost=0.397790, disagree_f1=0.758634, neural_f1=0.948362, agree_f1=0.551562, average_f1=0.752853
BATCH 1171 training acc=0.906250, cost=0.291881, test acc=0.853376, cost=0.398235, disagree_f1=0.757594, neural_f1=0.948842, agree_f1=0.554031, average_f1=0.753489
BATCH 1172 training acc=0.812500, cost=0.352421, test acc=0.851238, cost=0.401940, disagree_f1=0.751457, neural_f1=0.948981, agree_f1=0.551656, average_f1=0.750698
BATCH 1173 training acc=0.843750, cost=0.611454, test acc=0.847497, cost=0.411306, disagree_f1=0.742365, neural_f1=0.947858, agree_f1=0.553312, average_f1=0.747845
BATCH 1174 training acc=0.906250, cost=0.243512, test acc=0.840727, cost=0.425198, disagree_f1=0.730849, neural_f1=0.945130, agree_f1=0.545898, average_f1=0.740626
BATCH 1175 training acc=0.750000, cost=0.645693, test acc=0.836362, cost=0.442247, disagree_f1=0.718101, neural_f1=0.944196, agree_f1=0.549796, average_f1=0.737364
BATCH 1176 training acc=0.812500, cost=0.613356, test acc=0.835917, cost=0.443350, disagree_f1=0.715046, neural_f1=0.944402, agree_f1=0.551245, average_f1=0.736897
BATCH 1177 training acc=0.781250, cost=0.589236, test acc=0.836095, cost=0.441668, disagree_f1=0.717722, neural_f1=0.944507, agree_f1=0.549419, average_f1=0.737216
BATCH 1178 training acc=0.875000, cost=0.415011, test acc=0.837698, cost=0.435151, disagree_f1=0.723147, neural_f1=0.944830, agree_f1=0.548625, average_f1=0.738868
BATCH 1179 training acc=0.781250, cost=0.363439, test acc=0.838589, cost=0.429703, disagree_f1=0.726601, neural_f1=0.944273, agree_f1=0.550420, average_f1=0.740431
BATCH 1180 training acc=0.718750, cost=0.632150, test acc=0.841350, cost=0.422315, disagree_f1=0.734447, neural_f1=0.944522, agree_f1=0.552234, average_f1=0.743735
BATCH 1181 training acc=0.843750, cost=0.358390, test acc=0.843399, cost=0.418090, disagree_f1=0.744960, neural_f1=0.943925, agree_f1=0.547604, average_f1=0.745496
BATCH 1182 training acc=0.843750, cost=0.376923, test acc=0.846250, cost=0.418513, disagree_f1=0.757729, neural_f1=0.942190, agree_f1=0.545455, average_f1=0.748458
BATCH 1183 training acc=0.781250, cost=0.647305, test acc=0.844201, cost=0.421109, disagree_f1=0.757481, neural_f1=0.941210, agree_f1=0.531010, average_f1=0.743234
BATCH 1184 training acc=0.687500, cost=0.880628, test acc=0.844557, cost=0.418215, disagree_f1=0.760831, neural_f1=0.940460, agree_f1=0.520978, average_f1=0.740756
BATCH 1185 training acc=0.812500, cost=0.459528, test acc=0.841796, cost=0.421889, disagree_f1=0.758133, neural_f1=0.938521, agree_f1=0.513653, average_f1=0.736769
BATCH 1186 training acc=0.781250, cost=0.533192, test acc=0.839302, cost=0.429440, disagree_f1=0.758147, neural_f1=0.936604, agree_f1=0.510901, average_f1=0.735217
BATCH 1187 training acc=0.812500, cost=0.475437, test acc=0.831552, cost=0.447780, disagree_f1=0.752242, neural_f1=0.930440, agree_f1=0.506845, average_f1=0.729842
BATCH 1188 training acc=0.687500, cost=0.494068, test acc=0.824604, cost=0.465884, disagree_f1=0.744779, neural_f1=0.924647, agree_f1=0.512889, average_f1=0.727438
BATCH 1189 training acc=0.843750, cost=0.395957, test acc=0.819081, cost=0.481290, disagree_f1=0.739020, neural_f1=0.921556, agree_f1=0.515218, average_f1=0.725265
BATCH 1190 training acc=0.812500, cost=0.622983, test acc=0.814360, cost=0.492585, disagree_f1=0.729288, neural_f1=0.920265, agree_f1=0.519435, average_f1=0.722996
BATCH 1191 training acc=0.968750, cost=0.279728, test acc=0.811954, cost=0.495534, disagree_f1=0.722030, neural_f1=0.920792, agree_f1=0.519636, average_f1=0.720819
BATCH 1192 training acc=0.718750, cost=0.563121, test acc=0.814181, cost=0.486103, disagree_f1=0.720094, neural_f1=0.923579, agree_f1=0.525724, average_f1=0.723132
BATCH 1193 training acc=0.843750, cost=0.517716, test acc=0.817388, cost=0.466479, disagree_f1=0.715975, neural_f1=0.928088, agree_f1=0.529986, average_f1=0.724683
BATCH 1194 training acc=0.906250, cost=0.288458, test acc=0.824336, cost=0.451437, disagree_f1=0.715807, neural_f1=0.934762, agree_f1=0.540162, average_f1=0.730244
BATCH 1195 training acc=0.750000, cost=0.528355, test acc=0.830305, cost=0.433139, disagree_f1=0.721183, neural_f1=0.939405, agree_f1=0.543900, average_f1=0.734829
BATCH 1196 training acc=0.718750, cost=0.518491, test acc=0.839480, cost=0.409123, disagree_f1=0.730309, neural_f1=0.945286, agree_f1=0.553367, average_f1=0.742987
BATCH 1197 training acc=0.812500, cost=0.525289, test acc=0.844379, cost=0.393429, disagree_f1=0.731294, neural_f1=0.948464, agree_f1=0.557984, average_f1=0.745914
BATCH 1198 training acc=0.812500, cost=0.532227, test acc=0.847141, cost=0.383400, disagree_f1=0.733774, neural_f1=0.950003, agree_f1=0.559233, average_f1=0.747670
BATCH 1199 training acc=0.781250, cost=0.393681, test acc=0.852307, cost=0.373203, disagree_f1=0.740802, neural_f1=0.951795, agree_f1=0.565857, average_f1=0.752818
BATCH 1200 training acc=0.843750, cost=0.381673, test acc=0.852040, cost=0.369883, disagree_f1=0.737691, neural_f1=0.951849, agree_f1=0.565663, average_f1=0.751734
BATCH 1201 training acc=0.812500, cost=0.418234, test acc=0.849278, cost=0.372468, disagree_f1=0.726736, neural_f1=0.951791, agree_f1=0.564986, average_f1=0.747837
BATCH 1202 training acc=0.750000, cost=0.477006, test acc=0.842954, cost=0.380055, disagree_f1=0.701424, neural_f1=0.952027, agree_f1=0.560983, average_f1=0.738145
BATCH 1203 training acc=0.906250, cost=0.337066, test acc=0.841707, cost=0.384918, disagree_f1=0.694414, neural_f1=0.951969, agree_f1=0.564885, average_f1=0.737089
BATCH 1204 training acc=0.812500, cost=0.572486, test acc=0.840371, cost=0.389958, disagree_f1=0.692685, neural_f1=0.951823, agree_f1=0.564325, average_f1=0.736278
BATCH 1205 training acc=0.781250, cost=0.551086, test acc=0.837075, cost=0.394809, disagree_f1=0.689255, neural_f1=0.950055, agree_f1=0.560684, average_f1=0.733332
BATCH 1206 training acc=0.875000, cost=0.278291, test acc=0.838322, cost=0.394419, disagree_f1=0.698732, neural_f1=0.950451, agree_f1=0.556517, average_f1=0.735233
BATCH 1207 training acc=0.812500, cost=0.369965, test acc=0.835204, cost=0.403620, disagree_f1=0.700991, neural_f1=0.948222, agree_f1=0.551015, average_f1=0.733409
BATCH 1208 training acc=0.718750, cost=0.740346, test acc=0.832710, cost=0.412615, disagree_f1=0.712421, neural_f1=0.943752, agree_f1=0.545039, average_f1=0.733737
BATCH 1209 training acc=0.937500, cost=0.284435, test acc=0.831463, cost=0.422819, disagree_f1=0.719171, neural_f1=0.941168, agree_f1=0.543689, average_f1=0.734676
BATCH 1210 training acc=0.843750, cost=0.374145, test acc=0.832175, cost=0.427282, disagree_f1=0.729340, neural_f1=0.938842, agree_f1=0.545455, average_f1=0.737879
BATCH 1211 training acc=0.781250, cost=0.593381, test acc=0.829147, cost=0.435565, disagree_f1=0.735066, neural_f1=0.934020, agree_f1=0.540855, average_f1=0.736647
BATCH 1212 training acc=0.843750, cost=0.298117, test acc=0.826029, cost=0.445070, disagree_f1=0.739900, neural_f1=0.929214, agree_f1=0.533413, average_f1=0.734176
BATCH 1213 training acc=0.625000, cost=0.682746, test acc=0.828879, cost=0.441924, disagree_f1=0.750654, neural_f1=0.928479, agree_f1=0.530941, average_f1=0.736691
BATCH 1214 training acc=0.812500, cost=0.501419, test acc=0.829414, cost=0.442638, disagree_f1=0.755206, neural_f1=0.927906, agree_f1=0.522269, average_f1=0.735127
BATCH 1215 training acc=0.875000, cost=0.431305, test acc=0.830928, cost=0.439410, disagree_f1=0.758208, neural_f1=0.928613, agree_f1=0.520352, average_f1=0.735724
BATCH 1216 training acc=0.812500, cost=0.453545, test acc=0.831374, cost=0.439216, disagree_f1=0.758986, neural_f1=0.928952, agree_f1=0.521823, average_f1=0.736587
BATCH 1217 training acc=0.718750, cost=0.580314, test acc=0.834402, cost=0.432356, disagree_f1=0.762271, neural_f1=0.930717, agree_f1=0.526966, average_f1=0.739985
BATCH 1218 training acc=0.906250, cost=0.310118, test acc=0.841261, cost=0.415906, disagree_f1=0.767536, neural_f1=0.935997, agree_f1=0.531595, average_f1=0.745043
BATCH 1219 training acc=0.937500, cost=0.300265, test acc=0.844023, cost=0.411440, disagree_f1=0.769859, neural_f1=0.938433, agree_f1=0.534356, average_f1=0.747549
BATCH 1220 training acc=0.750000, cost=0.565729, test acc=0.847853, cost=0.403159, disagree_f1=0.770301, neural_f1=0.941484, agree_f1=0.541918, average_f1=0.751234
BATCH 1221 training acc=0.750000, cost=0.562100, test acc=0.848922, cost=0.399988, disagree_f1=0.770618, neural_f1=0.942420, agree_f1=0.539456, average_f1=0.750831
BATCH 1222 training acc=0.781250, cost=0.434974, test acc=0.850793, cost=0.393535, disagree_f1=0.769609, neural_f1=0.943828, agree_f1=0.544022, average_f1=0.752486
BATCH 1223 training acc=0.781250, cost=0.561125, test acc=0.854178, cost=0.385166, disagree_f1=0.772326, neural_f1=0.946125, agree_f1=0.542169, average_f1=0.753540
BATCH 1224 training acc=0.843750, cost=0.509313, test acc=0.856405, cost=0.379626, disagree_f1=0.774375, neural_f1=0.947214, agree_f1=0.543156, average_f1=0.754915
BATCH 1225 training acc=0.843750, cost=0.309062, test acc=0.858810, cost=0.375321, disagree_f1=0.774877, neural_f1=0.949042, agree_f1=0.548878, average_f1=0.757599
BATCH 1226 training acc=1.000000, cost=0.157525, test acc=0.859612, cost=0.374361, disagree_f1=0.773176, neural_f1=0.949498, agree_f1=0.553578, average_f1=0.758751
BATCH 1227 training acc=0.781250, cost=0.447992, test acc=0.857919, cost=0.377746, disagree_f1=0.768638, neural_f1=0.948746, agree_f1=0.557563, average_f1=0.758316
BATCH 1228 training acc=0.843750, cost=0.348758, test acc=0.858721, cost=0.378599, disagree_f1=0.770913, neural_f1=0.949171, agree_f1=0.558354, average_f1=0.759480
BATCH 1229 training acc=0.812500, cost=0.414672, test acc=0.856850, cost=0.382623, disagree_f1=0.770526, neural_f1=0.948116, agree_f1=0.557183, average_f1=0.758608
BATCH 1230 training acc=0.843750, cost=0.366880, test acc=0.855069, cost=0.385745, disagree_f1=0.766251, neural_f1=0.947816, agree_f1=0.556666, average_f1=0.756911
BATCH 1231 training acc=0.656250, cost=0.608245, test acc=0.850615, cost=0.390205, disagree_f1=0.755487, neural_f1=0.947089, agree_f1=0.553405, average_f1=0.751993
BATCH 1232 training acc=0.875000, cost=0.336890, test acc=0.846517, cost=0.397308, disagree_f1=0.745361, neural_f1=0.945857, agree_f1=0.555162, average_f1=0.748794
BATCH 1233 training acc=0.843750, cost=0.429813, test acc=0.845359, cost=0.398150, disagree_f1=0.743893, neural_f1=0.945419, agree_f1=0.553491, average_f1=0.747601
BATCH 1234 training acc=0.843750, cost=0.376397, test acc=0.848210, cost=0.392862, disagree_f1=0.743808, neural_f1=0.947405, agree_f1=0.561313, average_f1=0.750842
BATCH 1235 training acc=0.750000, cost=0.443582, test acc=0.844646, cost=0.396927, disagree_f1=0.729972, neural_f1=0.947663, agree_f1=0.562209, average_f1=0.746614
BATCH 1236 training acc=0.687500, cost=0.589568, test acc=0.838144, cost=0.405635, disagree_f1=0.711157, neural_f1=0.947206, agree_f1=0.554827, average_f1=0.737730
BATCH 1237 training acc=0.906250, cost=0.245322, test acc=0.834135, cost=0.413374, disagree_f1=0.698836, neural_f1=0.947354, agree_f1=0.550102, average_f1=0.732097
BATCH 1238 training acc=0.875000, cost=0.290362, test acc=0.835560, cost=0.409387, disagree_f1=0.702510, neural_f1=0.947457, agree_f1=0.550459, average_f1=0.733475
BATCH 1239 training acc=0.750000, cost=0.538993, test acc=0.842063, cost=0.397313, disagree_f1=0.723456, neural_f1=0.947258, agree_f1=0.555903, average_f1=0.742205
BATCH 1240 training acc=0.750000, cost=0.499531, test acc=0.846339, cost=0.386723, disagree_f1=0.736512, neural_f1=0.947920, agree_f1=0.550973, average_f1=0.745135
BATCH 1241 training acc=0.812500, cost=0.488476, test acc=0.849546, cost=0.380984, disagree_f1=0.746102, neural_f1=0.948433, agree_f1=0.548872, average_f1=0.747803
BATCH 1242 training acc=0.843750, cost=0.520977, test acc=0.853198, cost=0.371998, disagree_f1=0.754518, neural_f1=0.949412, agree_f1=0.543156, average_f1=0.749029
BATCH 1243 training acc=0.781250, cost=0.439165, test acc=0.856138, cost=0.366354, disagree_f1=0.764234, neural_f1=0.949659, agree_f1=0.531274, average_f1=0.748389
BATCH 1244 training acc=0.687500, cost=0.640399, test acc=0.858632, cost=0.363878, disagree_f1=0.771006, neural_f1=0.950170, agree_f1=0.528407, average_f1=0.749861
BATCH 1245 training acc=0.812500, cost=0.736456, test acc=0.858008, cost=0.364579, disagree_f1=0.769729, neural_f1=0.950108, agree_f1=0.527403, average_f1=0.749080
BATCH 1246 training acc=0.812500, cost=0.505673, test acc=0.854980, cost=0.369185, disagree_f1=0.764919, neural_f1=0.949044, agree_f1=0.527735, average_f1=0.747232
BATCH 1247 training acc=0.781250, cost=0.531754, test acc=0.853020, cost=0.375246, disagree_f1=0.764473, neural_f1=0.947568, agree_f1=0.526677, average_f1=0.746239
BATCH 1248 training acc=0.750000, cost=0.513297, test acc=0.848922, cost=0.383800, disagree_f1=0.759030, neural_f1=0.944832, agree_f1=0.529324, average_f1=0.744395
BATCH 1249 training acc=0.781250, cost=0.410890, test acc=0.844379, cost=0.396477, disagree_f1=0.751239, neural_f1=0.942718, agree_f1=0.538515, average_f1=0.744157
BATCH 1250 training acc=0.906250, cost=0.269466, test acc=0.838945, cost=0.414351, disagree_f1=0.739057, neural_f1=0.940256, agree_f1=0.548061, average_f1=0.742458
BATCH 1251 training acc=0.843750, cost=0.432787, test acc=0.832888, cost=0.427945, disagree_f1=0.723371, neural_f1=0.938787, agree_f1=0.549600, average_f1=0.737253
BATCH 1252 training acc=0.750000, cost=0.509249, test acc=0.822109, cost=0.444734, disagree_f1=0.696939, neural_f1=0.936656, agree_f1=0.541524, average_f1=0.725040
BATCH 1253 training acc=0.843750, cost=0.358638, test acc=0.814983, cost=0.454911, disagree_f1=0.675939, neural_f1=0.935555, agree_f1=0.536946, average_f1=0.716147
BATCH 1254 training acc=0.906250, cost=0.379693, test acc=0.808035, cost=0.468190, disagree_f1=0.654709, neural_f1=0.934537, agree_f1=0.532703, average_f1=0.707316
BATCH 1255 training acc=0.875000, cost=0.449656, test acc=0.803314, cost=0.480200, disagree_f1=0.642142, neural_f1=0.932903, agree_f1=0.531736, average_f1=0.702260
BATCH 1256 training acc=0.843750, cost=0.654635, test acc=0.804205, cost=0.476917, disagree_f1=0.643603, neural_f1=0.933515, agree_f1=0.532073, average_f1=0.703064
BATCH 1257 training acc=0.843750, cost=0.344266, test acc=0.810351, cost=0.463570, disagree_f1=0.660157, neural_f1=0.934670, agree_f1=0.538482, average_f1=0.711103
BATCH 1258 training acc=0.781250, cost=0.357296, test acc=0.819170, cost=0.445490, disagree_f1=0.683627, neural_f1=0.936772, agree_f1=0.543982, average_f1=0.721461
BATCH 1259 training acc=0.812500, cost=0.496191, test acc=0.823891, cost=0.438098, disagree_f1=0.699960, neural_f1=0.936812, agree_f1=0.545402, average_f1=0.727391
BATCH 1260 training acc=0.875000, cost=0.253931, test acc=0.831106, cost=0.426791, disagree_f1=0.723672, neural_f1=0.936423, agree_f1=0.548788, average_f1=0.736294
BATCH 1261 training acc=0.750000, cost=0.546601, test acc=0.835560, cost=0.421667, disagree_f1=0.738326, neural_f1=0.935424, agree_f1=0.549785, average_f1=0.741178
BATCH 1262 training acc=0.812500, cost=0.589594, test acc=0.837075, cost=0.427223, disagree_f1=0.748290, neural_f1=0.933888, agree_f1=0.538298, average_f1=0.740159
BATCH 1263 training acc=0.812500, cost=0.416103, test acc=0.835917, cost=0.433094, disagree_f1=0.751897, neural_f1=0.931653, agree_f1=0.520849, average_f1=0.734800
BATCH 1264 training acc=0.906250, cost=0.299338, test acc=0.834135, cost=0.439154, disagree_f1=0.751736, neural_f1=0.930246, agree_f1=0.505711, average_f1=0.729231
BATCH 1265 training acc=0.812500, cost=0.674804, test acc=0.835917, cost=0.432443, disagree_f1=0.753470, neural_f1=0.932220, agree_f1=0.500400, average_f1=0.728697
BATCH 1266 training acc=0.750000, cost=0.486780, test acc=0.838767, cost=0.422016, disagree_f1=0.757363, neural_f1=0.934394, agree_f1=0.503756, average_f1=0.731838
BATCH 1267 training acc=0.843750, cost=0.286414, test acc=0.840371, cost=0.413804, disagree_f1=0.757819, neural_f1=0.935775, agree_f1=0.515464, average_f1=0.736353
BATCH 1268 training acc=0.718750, cost=0.617964, test acc=0.838411, cost=0.417172, disagree_f1=0.754585, neural_f1=0.935271, agree_f1=0.522275, average_f1=0.737377
BATCH 1269 training acc=0.875000, cost=0.317331, test acc=0.836451, cost=0.423212, disagree_f1=0.753440, neural_f1=0.934413, agree_f1=0.531407, average_f1=0.739753
BATCH 1270 training acc=0.812500, cost=0.549821, test acc=0.833066, cost=0.435859, disagree_f1=0.747161, neural_f1=0.933573, agree_f1=0.541474, average_f1=0.740736
BATCH 1271 training acc=0.906250, cost=0.255104, test acc=0.820150, cost=0.463931, disagree_f1=0.722443, neural_f1=0.929917, agree_f1=0.530819, average_f1=0.727726
BATCH 1272 training acc=0.781250, cost=0.501093, test acc=0.809727, cost=0.485544, disagree_f1=0.703228, neural_f1=0.926409, agree_f1=0.522286, average_f1=0.717308
BATCH 1273 training acc=0.843750, cost=0.424436, test acc=0.804115, cost=0.503982, disagree_f1=0.692830, neural_f1=0.924049, agree_f1=0.519919, average_f1=0.712266
BATCH 1274 training acc=0.718750, cost=0.750255, test acc=0.802690, cost=0.508524, disagree_f1=0.689462, neural_f1=0.924127, agree_f1=0.518243, average_f1=0.710611
BATCH 1275 training acc=0.937500, cost=0.239420, test acc=0.801443, cost=0.510306, disagree_f1=0.689951, neural_f1=0.922987, agree_f1=0.516113, average_f1=0.709684
BATCH 1276 training acc=0.843750, cost=0.285669, test acc=0.805630, cost=0.496563, disagree_f1=0.698861, neural_f1=0.924450, agree_f1=0.517934, average_f1=0.713749
BATCH 1277 training acc=0.812500, cost=0.515008, test acc=0.814181, cost=0.474722, disagree_f1=0.715664, neural_f1=0.927316, agree_f1=0.525306, average_f1=0.722762
BATCH 1278 training acc=0.562500, cost=0.924126, test acc=0.823267, cost=0.450289, disagree_f1=0.731542, neural_f1=0.931337, agree_f1=0.528729, average_f1=0.730536
BATCH 1279 training acc=0.843750, cost=0.437347, test acc=0.835649, cost=0.424645, disagree_f1=0.748700, neural_f1=0.937460, agree_f1=0.537944, average_f1=0.741368
BATCH 1280 training acc=0.812500, cost=0.475523, test acc=0.843845, cost=0.404567, disagree_f1=0.759379, neural_f1=0.941402, agree_f1=0.544103, average_f1=0.748295
BATCH 1281 training acc=0.843750, cost=0.360197, test acc=0.849011, cost=0.389201, disagree_f1=0.765506, neural_f1=0.944609, agree_f1=0.540116, average_f1=0.750077
BATCH 1282 training acc=0.843750, cost=0.450891, test acc=0.852931, cost=0.377420, disagree_f1=0.767446, neural_f1=0.947391, agree_f1=0.543554, average_f1=0.752797
BATCH 1283 training acc=0.750000, cost=0.524998, test acc=0.854712, cost=0.372280, disagree_f1=0.768084, neural_f1=0.948549, agree_f1=0.545004, average_f1=0.753879
BATCH 1284 training acc=0.781250, cost=0.523443, test acc=0.854356, cost=0.374012, disagree_f1=0.767854, neural_f1=0.947915, agree_f1=0.548716, average_f1=0.754828
BATCH 1285 training acc=0.781250, cost=0.463218, test acc=0.852663, cost=0.377379, disagree_f1=0.765068, neural_f1=0.947102, agree_f1=0.549183, average_f1=0.753784
BATCH 1286 training acc=0.656250, cost=0.643845, test acc=0.851327, cost=0.379801, disagree_f1=0.760425, neural_f1=0.947257, agree_f1=0.554622, average_f1=0.754101
BATCH 1287 training acc=0.843750, cost=0.434964, test acc=0.850436, cost=0.377746, disagree_f1=0.751605, neural_f1=0.948632, agree_f1=0.559294, average_f1=0.753177
